,field,key,dateExport,historyId,dateCreated,page,fieldtype,fieldId,from,fromString,to,toString,tmpFromAccountId,tmpToAccountId
0,Parent,ECOM-5249,2023-12-27,1201960,2023-12-21T14:09:24.888+0200,0,jira,,,,96765,ECOM-4911,,
0,IssueParentAssociation,ECOM-5249,2023-12-27,1201980,2023-12-21T14:16:38.788+0200,0,jira,,96765,ECOM-4911,,,,
0,issuetype,ECOM-5249,2023-12-27,1201981,2023-12-21T14:16:38.851+0200,0,jira,issuetype,10003,Sub-task,10002,Task,,
1,Parent,ECOM-5249,2023-12-27,1201981,2023-12-21T14:16:38.851+0200,0,jira,,96765,ECOM-4911,,,,
0,IssueParentAssociation,ECOM-5249,2023-12-27,1201982,2023-12-21T14:16:38.950+0200,0,jira,,,,92664,ECOM-4027,,
0,Epic Link,ECOM-5249,2023-12-27,1201983,2023-12-21T14:16:38.956+0200,0,custom,customfield_10013,,,92664,ECOM-4027,,
0,assignee,ECOM-5249,2023-12-27,1202098,2023-12-21T15:49:30.250+0200,0,jira,assignee,,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008
0,assignee,ECOM-5249,2023-12-27,1204613,2023-12-25T09:32:44.394+0200,0,jira,assignee,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,712020:ac60f76c-33de-4954-aaac-e67fee70cdea,Long Diep,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,712020:ac60f76c-33de-4954-aaac-e67fee70cdea
0,Sprint,ECOM-5249,2023-12-27,1207959,2023-12-26T03:27:12.487+0200,0,custom,customfield_10018,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",,
0,IssueParentAssociation,ECOM-5248,2023-12-27,1201956,2023-12-21T14:09:16.346+0200,0,jira,,,,96765,ECOM-4911,,
0,Parent,ECOM-5248,2023-12-27,1201957,2023-12-21T14:09:16.437+0200,0,jira,,,,96765,ECOM-4911,,
0,IssueParentAssociation,ECOM-5248,2023-12-27,1201975,2023-12-21T14:16:22.005+0200,0,jira,,96765,ECOM-4911,,,,
0,issuetype,ECOM-5248,2023-12-27,1201976,2023-12-21T14:16:22.062+0200,0,jira,issuetype,10003,Sub-task,10002,Task,,
1,Parent,ECOM-5248,2023-12-27,1201976,2023-12-21T14:16:22.062+0200,0,jira,,96765,ECOM-4911,,,,
0,IssueParentAssociation,ECOM-5248,2023-12-27,1201977,2023-12-21T14:16:22.181+0200,0,jira,,,,92664,ECOM-4027,,
0,Epic Link,ECOM-5248,2023-12-27,1201978,2023-12-21T14:16:22.186+0200,0,custom,customfield_10013,,,92664,ECOM-4027,,
0,assignee,ECOM-5248,2023-12-27,1202096,2023-12-21T15:48:57.473+0200,0,jira,assignee,,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008
0,assignee,ECOM-5248,2023-12-27,1204612,2023-12-25T09:32:41.703+0200,0,jira,assignee,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,712020:ac60f76c-33de-4954-aaac-e67fee70cdea,Long Diep,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,712020:ac60f76c-33de-4954-aaac-e67fee70cdea
0,Sprint,ECOM-5248,2023-12-27,1207958,2023-12-26T03:27:12.412+0200,0,custom,customfield_10018,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",,
0,IssueParentAssociation,ECOM-5247,2023-12-27,1201953,2023-12-21T14:09:02.015+0200,0,jira,,,,96765,ECOM-4911,,
0,Parent,ECOM-5247,2023-12-27,1201954,2023-12-21T14:09:02.198+0200,0,jira,,,,96765,ECOM-4911,,
0,IssueParentAssociation,ECOM-5247,2023-12-27,1201985,2023-12-21T14:16:58.629+0200,0,jira,,96765,ECOM-4911,,,,
0,issuetype,ECOM-5247,2023-12-27,1201986,2023-12-21T14:16:58.699+0200,0,jira,issuetype,10003,Sub-task,10002,Task,,
1,Parent,ECOM-5247,2023-12-27,1201986,2023-12-21T14:16:58.699+0200,0,jira,,96765,ECOM-4911,,,,
0,IssueParentAssociation,ECOM-5247,2023-12-27,1201987,2023-12-21T14:16:58.817+0200,0,jira,,,,92664,ECOM-4027,,
0,Epic Link,ECOM-5247,2023-12-27,1201988,2023-12-21T14:16:58.824+0200,0,custom,customfield_10013,,,92664,ECOM-4027,,
0,assignee,ECOM-5247,2023-12-27,1202092,2023-12-21T15:48:33.150+0200,0,jira,assignee,,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008
0,assignee,ECOM-5247,2023-12-27,1204611,2023-12-25T09:32:37.751+0200,0,jira,assignee,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,712020:ac60f76c-33de-4954-aaac-e67fee70cdea,Long Diep,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,712020:ac60f76c-33de-4954-aaac-e67fee70cdea
0,Sprint,ECOM-5247,2023-12-27,1207957,2023-12-26T03:27:12.207+0200,0,custom,customfield_10018,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",,
0,IssueParentAssociation,ECOM-5246,2023-12-27,1201950,2023-12-21T14:08:52.418+0200,0,jira,,,,96765,ECOM-4911,,
0,Parent,ECOM-5246,2023-12-27,1201951,2023-12-21T14:08:52.481+0200,0,jira,,,,96765,ECOM-4911,,
0,IssueParentAssociation,ECOM-5246,2023-12-27,1201970,2023-12-21T14:15:30.881+0200,0,jira,,96765,ECOM-4911,,,,
0,issuetype,ECOM-5246,2023-12-27,1201971,2023-12-21T14:15:30.937+0200,0,jira,issuetype,10003,Sub-task,10002,Task,,
1,Parent,ECOM-5246,2023-12-27,1201971,2023-12-21T14:15:30.937+0200,0,jira,,96765,ECOM-4911,,,,
0,IssueParentAssociation,ECOM-5246,2023-12-27,1201972,2023-12-21T14:15:31.043+0200,0,jira,,,,92664,ECOM-4027,,
0,Epic Link,ECOM-5246,2023-12-27,1201973,2023-12-21T14:15:31.048+0200,0,custom,customfield_10013,,,92664,ECOM-4027,,
0,assignee,ECOM-5246,2023-12-27,1202089,2023-12-21T15:48:14.930+0200,0,jira,assignee,,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008
0,assignee,ECOM-5246,2023-12-27,1204604,2023-12-25T09:31:36.673+0200,0,jira,assignee,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,712020:ac60f76c-33de-4954-aaac-e67fee70cdea,Long Diep,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,712020:ac60f76c-33de-4954-aaac-e67fee70cdea
0,Sprint,ECOM-5246,2023-12-27,1207956,2023-12-26T03:27:12.137+0200,0,custom,customfield_10018,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",,
0,IssueParentAssociation,ECOM-5244,2023-12-27,1201928,2023-12-21T13:07:26.004+0200,0,jira,,,,90825,ECOM-4674,,
0,assignee,ECOM-5244,2023-12-27,1201931,2023-12-21T13:07:39.190+0200,0,jira,assignee,,,61066723979810007081cc85,shaked ben eliyahu,,61066723979810007081cc85
0,assignee,ECOM-5244,2023-12-27,1201932,2023-12-21T13:08:46.791+0200,0,jira,assignee,61066723979810007081cc85,shaked ben eliyahu,712020:f4a27a4e-12ce-4a80-b88b-59c8d467b6c0,Dang Nguyen,61066723979810007081cc85,712020:f4a27a4e-12ce-4a80-b88b-59c8d467b6c0
0,summary,ECOM-5244,2023-12-27,1201933,2023-12-21T13:08:56.899+0200,0,jira,summary,,[Translations Fixes] - NCR Error Reports on Uncharged Cashback Issues,,[Translations Fix] - NCR Error Reports on Uncharged Cashback Issues,,
0,description,ECOM-5244,2023-12-27,1201938,2023-12-21T13:20:17.162+0200,0,jira,description,,,,"[~accountid:61066723979810007081cc85] Hi, please add the new translation here  🙂 ",,
0,description,ECOM-5244,2023-12-27,1201940,2023-12-21T13:23:23.867+0200,0,jira,description,,"[~accountid:61066723979810007081cc85] Hi, please add the new translation here  🙂 ",,"[~accountid:61066723979810007081cc85] Hi, please add the new translation here  🙂 

[https://storai-my.sharepoint.com/:x:/g/personal/shaked_b_stor_ai/Ed6GVuxttDlLv1JajwiIP74Bs2ZrT4jF1FfYXUMjLY36SQ?e=OeUhc2|https://storai-my.sharepoint.com/:x:/g/personal/shaked_b_stor_ai/Ed6GVuxttDlLv1JajwiIP74Bs2ZrT4jF1FfYXUMjLY36SQ?e=OeUhc2|smart-link] ",,
0,Sprint,ECOM-5244,2023-12-27,1202024,2023-12-21T14:24:15.676+0200,0,custom,customfield_10018,,,664,ECOM Dragon Sprint 27,,
0,labels,ECOM-5244,2023-12-27,1202025,2023-12-21T14:24:21.268+0200,0,jira,labels,,,,Unplanned_S27,,
0,Fix Version,ECOM-5244,2023-12-27,1202027,2023-12-21T14:30:31.704+0200,0,jira,fixVersions,,,10772,Q1_07_01_2024,,
0,Rank,ECOM-5244,2023-12-27,1202078,2023-12-21T15:42:03.387+0200,0,custom,customfield_10019,,,,Ranked higher,,
0,status,ECOM-5244,2023-12-27,1202312,2023-12-22T04:37:21.034+0200,0,jira,status,10000,To Do,10046,READY FOR QA,,
0,status,ECOM-5244,2023-12-27,1202439,2023-12-22T05:51:43.207+0200,0,jira,status,10046,READY FOR QA,10047,QA IN PROGRESS,,
0,resolution,ECOM-5244,2023-12-27,1202510,2023-12-22T06:19:16.473+0200,0,jira,resolution,,,10000,Done,,
1,status,ECOM-5244,2023-12-27,1202510,2023-12-22T06:19:16.473+0200,0,jira,status,10047,QA IN PROGRESS,10050,READY FOR DEPLOYMENT,,
0,timeestimate,ECOM-5244,2023-12-27,1202511,2023-12-22T06:20:01.392+0200,0,jira,timeestimate,,,0,0,,
1,timespent,ECOM-5244,2023-12-27,1202511,2023-12-22T06:20:01.392+0200,0,jira,timespent,,,3600,3600,,
2,WorklogId,ECOM-5244,2023-12-27,1202511,2023-12-22T06:20:01.392+0200,0,jira,,,,113553,113553,,
0,timeestimate,ECOM-5244,2023-12-27,1202635,2023-12-22T07:05:32.125+0200,0,jira,timeestimate,0,0,0,0,,
1,timespent,ECOM-5244,2023-12-27,1202635,2023-12-22T07:05:32.125+0200,0,jira,timespent,3600,3600,57600,57600,,
2,WorklogId,ECOM-5244,2023-12-27,1202635,2023-12-22T07:05:32.125+0200,0,jira,,,,113560,113560,,
0,Sprint,ECOM-5244,2023-12-27,1207942,2023-12-26T03:27:10.671+0200,0,custom,customfield_10018,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",,
0,IssueParentAssociation,ECOM-5242,2023-12-27,1201688,2023-12-21T11:17:38.529+0200,0,jira,,,,97114,ECOM-4995,,
0,Parent,ECOM-5242,2023-12-27,1201689,2023-12-21T11:17:38.606+0200,0,jira,,,,97114,ECOM-4995,,
0,assignee,ECOM-5242,2023-12-27,1201690,2023-12-21T11:17:43.868+0200,0,jira,assignee,,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008,Hoa Nguyen,,712020:4756d021-caff-4fbc-ba1d-753afb8e1008
0,description,ECOM-5242,2023-12-27,1201694,2023-12-21T11:21:40.340+0200,0,jira,description,,,,"There are some translation still be in Hebrew

ECOM-4087",,
0,status,ECOM-5242,2023-12-27,1204041,2023-12-25T04:13:39.479+0200,0,jira,status,10000,To Do,3,In Progress,,
0,status,ECOM-5242,2023-12-27,1204403,2023-12-25T06:22:17.105+0200,0,jira,status,3,In Progress,10112,Blocked/On hold,,
0,timeestimate,ECOM-5242,2023-12-27,1204404,2023-12-25T06:22:24.912+0200,0,jira,timeestimate,,,0,0,,
1,timespent,ECOM-5242,2023-12-27,1204404,2023-12-25T06:22:24.912+0200,0,jira,timespent,,,1800,1800,,
2,WorklogId,ECOM-5242,2023-12-27,1204404,2023-12-25T06:22:24.912+0200,0,jira,,,,113650,113650,,
0,timeestimate,ECOM-5242,2023-12-27,1204744,2023-12-25T10:35:26.583+0200,0,jira,timeestimate,0,0,0,0,,
1,timespent,ECOM-5242,2023-12-27,1204744,2023-12-25T10:35:26.583+0200,0,jira,timespent,1800,1800,3600,3600,,
2,WorklogId,ECOM-5242,2023-12-27,1204744,2023-12-25T10:35:26.583+0200,0,jira,,,,113675,113675,,
0,status,ECOM-5242,2023-12-27,1204745,2023-12-25T10:35:31.691+0200,0,jira,status,10112,Blocked/On hold,10045,READY FOR CODE REVIEW,,
0,IssueParentAssociation,ECOM-5239,2023-12-27,1201583,2023-12-21T10:43:19.308+0200,0,jira,,,,97766,ECOM-5090,,
0,Parent,ECOM-5239,2023-12-27,1201584,2023-12-21T10:43:19.374+0200,0,jira,,,,97766,ECOM-5090,,
0,status,ECOM-5239,2023-12-27,1201586,2023-12-21T10:44:05.181+0200,0,jira,status,10000,To Do,3,In Progress,,
0,description,ECOM-5239,2023-12-27,1201587,2023-12-21T10:45:17.359+0200,0,jira,description,,,,"There is no 

!image-20231221-084508.png|width=1595,height=685!",,
0,assignee,ECOM-5239,2023-12-27,1201589,2023-12-21T10:45:19.894+0200,0,jira,assignee,,,712020:a2e3c650-4787-406a-ba4f-e7cc60b71ffd,Thien Chuc,,712020:a2e3c650-4787-406a-ba4f-e7cc60b71ffd
0,description,ECOM-5239,2023-12-27,1201622,2023-12-21T10:53:40.199+0200,0,jira,description,,"There is no 

!image-20231221-084508.png|width=1595,height=685!",,"There is no Retailer → Group store management on [testing.qa|http://testing.qa] environment

!image-20231221-084508.png|width=1595,height=685!

*Step to reproduce:*

# Go to back office of retailer 11
{noformat}https://testing.qa.test.self-point.com/backend/?domain=api.self-point.com#!/home{noformat}

2. Check the left menu of this retailer

*Actual result:*

2. There is no Retailer → Group store management",,
0,status,ECOM-5239,2023-12-27,1201626,2023-12-21T10:55:18.368+0200,0,jira,status,3,In Progress,10046,READY FOR QA,,
0,timeestimate,ECOM-5239,2023-12-27,1201627,2023-12-21T10:55:29.729+0200,0,jira,timeestimate,,,0,0,,
1,timespent,ECOM-5239,2023-12-27,1201627,2023-12-21T10:55:29.729+0200,0,jira,timespent,,,3600,3600,,
2,WorklogId,ECOM-5239,2023-12-27,1201627,2023-12-21T10:55:29.729+0200,0,jira,,,,113530,113530,,
0,description,ECOM-5239,2023-12-27,1201698,2023-12-21T11:22:48.232+0200,0,jira,description,,"There is no Retailer → Group store management on [testing.qa|http://testing.qa] environment

!image-20231221-084508.png|width=1595,height=685!

*Step to reproduce:*

# Go to back office of retailer 11
{noformat}https://testing.qa.test.self-point.com/backend/?domain=api.self-point.com#!/home{noformat}

2. Check the left menu of this retailer

*Actual result:*

2. There is no Retailer → Group store management",,"There is no Retailer → Group store management on [testing.qa|http://testing.qa] environment

!image-20231221-084508.png|width=1595,height=685!

*Step to reproduce:*

# Go to back office of retailer 11
{noformat}https://testing.qa.test.self-point.com/backend/?domain=api.self-point.com#!/home{noformat}

2. Check the left menu of this reta",,
0,Link,ECOM-5239,2023-12-27,1201701,2023-12-21T11:26:26.944+0200,0,jira,,,,ECOM-4995,This issue is subtask of ECOM-4995,,
0,assignee,ECOM-5239,2023-12-27,1209794,2023-12-27T05:38:58.595+0200,0,jira,assignee,712020:a2e3c650-4787-406a-ba4f-e7cc60b71ffd,Thien Chuc,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,712020:a2e3c650-4787-406a-ba4f-e7cc60b71ffd,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,RemoteIssueLink,ECOM-5239,2023-12-27,1209839,2023-12-27T05:58:00.057+0200,0,jira,,,,19156,"This issue links to ""Page (Confluence)""",,
0,IssueParentAssociation,ECOM-5235,2023-12-27,1201409,2023-12-21T09:31:41.909+0200,0,jira,,,,94749,ECOM-4439,,
0,Parent,ECOM-5235,2023-12-27,1201410,2023-12-21T09:31:41.984+0200,0,jira,,,,94749,ECOM-4439,,
0,assignee,ECOM-5235,2023-12-27,1201411,2023-12-21T09:31:47.427+0200,0,jira,assignee,,,712020:3177cfdd-90eb-4208-9967-97f2c5af80cf,Long Tran,,712020:3177cfdd-90eb-4208-9967-97f2c5af80cf
0,IssueParentAssociation,ECOM-5233,2023-12-27,1201076,2023-12-21T05:41:01.054+0200,0,jira,,,,97071,ECOM-4979,,
0,Parent,ECOM-5233,2023-12-27,1201077,2023-12-21T05:41:01.132+0200,0,jira,,,,97071,ECOM-4979,,
0,assignee,ECOM-5233,2023-12-27,1201078,2023-12-21T05:41:06.583+0200,0,jira,assignee,,,712020:f4a27a4e-12ce-4a80-b88b-59c8d467b6c0,Dang Nguyen,,712020:f4a27a4e-12ce-4a80-b88b-59c8d467b6c0
0,timeestimate,ECOM-5233,2023-12-27,1201080,2023-12-21T05:41:13.735+0200,0,jira,timeestimate,,,10800,10800,,
1,timeoriginalestimate,ECOM-5233,2023-12-27,1201080,2023-12-21T05:41:13.735+0200,0,jira,timeoriginalestimate,,,10800,10800,,
0,timeestimate,ECOM-5233,2023-12-27,1201141,2023-12-21T06:11:17.912+0200,0,jira,timeestimate,10800,10800,0,0,,
1,timespent,ECOM-5233,2023-12-27,1201141,2023-12-21T06:11:17.912+0200,0,jira,timespent,,,14400,14400,,
2,WorklogId,ECOM-5233,2023-12-27,1201141,2023-12-21T06:11:17.912+0200,0,jira,,,,113523,113523,,
0,resolution,ECOM-5233,2023-12-27,1207850,2023-12-26T03:23:34.108+0200,0,jira,resolution,,,10000,Done,,
1,status,ECOM-5233,2023-12-27,1207850,2023-12-26T03:23:34.108+0200,0,jira,status,10000,To Do,10001,Done,,
0,IssueParentAssociation,ECOM-5232,2023-12-27,1201057,2023-12-21T05:36:18.235+0200,0,jira,,,,89558,ECOM-3346,,
0,assignee,ECOM-5232,2023-12-27,1201060,2023-12-21T05:36:21.799+0200,0,jira,assignee,,,712020:ac60f76c-33de-4954-aaac-e67fee70cdea,Long Diep,,712020:ac60f76c-33de-4954-aaac-e67fee70cdea
0,status,ECOM-5232,2023-12-27,1201062,2023-12-21T05:36:33.389+0200,0,jira,status,10000,To Do,3,In Progress,,
0,timeestimate,ECOM-5232,2023-12-27,1201063,2023-12-21T05:37:08.253+0200,0,jira,timeestimate,,,28800,28800,,
1,timeoriginalestimate,ECOM-5232,2023-12-27,1201063,2023-12-21T05:37:08.253+0200,0,jira,timeoriginalestimate,,,28800,28800,,
0,timeestimate,ECOM-5232,2023-12-27,1201064,2023-12-21T05:37:24.758+0200,0,jira,timeestimate,28800,28800,25200,25200,,
1,timespent,ECOM-5232,2023-12-27,1201064,2023-12-21T05:37:24.758+0200,0,jira,timespent,,,3600,3600,,
2,WorklogId,ECOM-5232,2023-12-27,1201064,2023-12-21T05:37:24.758+0200,0,jira,,,,113514,113514,,
0,Sprint,ECOM-5232,2023-12-27,1201065,2023-12-21T05:37:41.243+0200,0,custom,customfield_10018,,,664,ECOM Dragon Sprint 27,,
0,resolution,ECOM-5232,2023-12-27,1201089,2023-12-21T05:46:36.165+0200,0,jira,resolution,,,10000,Done,,
1,status,ECOM-5232,2023-12-27,1201089,2023-12-21T05:46:36.165+0200,0,jira,status,3,In Progress,10001,Done,,
0,IssueParentAssociation,ECOM-5213,2023-12-27,1200284,2023-12-20T13:22:38.603+0200,0,jira,,,,97837,ECOM-5113,,
0,Parent,ECOM-5213,2023-12-27,1200285,2023-12-20T13:22:38.670+0200,0,jira,,,,97837,ECOM-5113,,
0,description,ECOM-5213,2023-12-27,1200287,2023-12-20T13:26:39.386+0200,0,jira,description,,,,"Order which is changed to picking app by feature Pilot. From front end site of ecome, cancel order. New status is not updated to picking back office

Step to reproduce:

# Place order from ecome site and transfered to picking app
# Change status from front end site
!image-20231220-112515.png|width=1896,height=223!

!image-20231220-112527.png|width=1452,height=610!

3. check order status at picking app site

*Actual result:*

3. order is not updated status cancel at picking BO

!image-20231220-112624.png|width=1681,height=484!",,
0,assignee,ECOM-5213,2023-12-27,1200288,2023-12-20T13:26:42.591+0200,0,jira,assignee,,,63982282f3c3dfd71fe81beb,Trang Dang,,63982282f3c3dfd71fe81beb
0,priority,ECOM-5213,2023-12-27,1203997,2023-12-25T03:23:39.454+0200,0,jira,priority,3,Medium,10002,Highest,,
0,status,ECOM-5213,2023-12-27,1204386,2023-12-25T06:17:35.897+0200,0,jira,status,10000,To Do,3,In Progress,,
0,assignee,ECOM-5213,2023-12-27,1208248,2023-12-26T05:47:27.550+0200,0,jira,assignee,63982282f3c3dfd71fe81beb,Trang Dang,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,63982282f3c3dfd71fe81beb,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,status,ECOM-5213,2023-12-27,1208251,2023-12-26T05:49:18.025+0200,0,jira,status,3,In Progress,10027,Rejected,,
0,resolution,ECOM-5213,2023-12-27,1209773,2023-12-27T05:27:31.895+0200,0,jira,resolution,,,10001,Won't Do,,
1,status,ECOM-5213,2023-12-27,1209773,2023-12-27T05:27:31.895+0200,0,jira,status,10027,Rejected,10155,REJECTED APPROVED,,
0,IssueParentAssociation,ECOM-5212,2023-12-27,1200271,2023-12-20T13:13:33.973+0200,0,jira,,,,97837,ECOM-5113,,
0,Parent,ECOM-5212,2023-12-27,1200272,2023-12-20T13:13:34.037+0200,0,jira,,,,97837,ECOM-5113,,
0,description,ECOM-5212,2023-12-27,1200273,2023-12-20T13:15:16.548+0200,0,jira,description,,,,Order which is transfered to picking app by feature Pilot.  Change order status from Picking back office. The new status is not reflect back to Ecom site,,
0,description,ECOM-5212,2023-12-27,1200277,2023-12-20T13:17:13.268+0200,0,jira,description,,Order which is transfered to picking app by feature Pilot.  Change order status from Picking back office. The new status is not reflect back to Ecom site,,"Order which is transfered to picking app by feature Pilot.  Change order status from Picking back office. The new status is not reflect back to Ecom site

*Step to reporduce:*

# Place order from ecome site and transfered to picking app
!image-20231220-111607.png|width=1906,height=576!

2. Change status from picking app

!image-20231220-111631.png|width=1613,height=486!

3. Check again status of this order from ecom stie

Actual result:

3. No update status from ecom site",,
0,assignee,ECOM-5212,2023-12-27,1200280,2023-12-20T13:17:46.555+0200,0,jira,assignee,,,63982282f3c3dfd71fe81beb,Trang Dang,,63982282f3c3dfd71fe81beb
0,priority,ECOM-5212,2023-12-27,1203996,2023-12-25T03:23:15.470+0200,0,jira,priority,3,Medium,10002,Highest,,
0,assignee,ECOM-5212,2023-12-27,1208254,2023-12-26T05:51:06.665+0200,0,jira,assignee,63982282f3c3dfd71fe81beb,Trang Dang,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,63982282f3c3dfd71fe81beb,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,timeestimate,ECOM-5212,2023-12-27,1208262,2023-12-26T05:52:32.331+0200,0,jira,timeestimate,,,0,0,,
1,timespent,ECOM-5212,2023-12-27,1208262,2023-12-26T05:52:32.331+0200,0,jira,timespent,,,1800,1800,,
2,WorklogId,ECOM-5212,2023-12-27,1208262,2023-12-26T05:52:32.331+0200,0,jira,,,,113723,113723,,
0,timeestimate,ECOM-5212,2023-12-27,1208264,2023-12-26T05:52:44.045+0200,0,jira,timeestimate,0,0,0,0,,
1,timespent,ECOM-5212,2023-12-27,1208264,2023-12-26T05:52:44.045+0200,0,jira,timespent,1800,1800,3600,3600,,
2,WorklogId,ECOM-5212,2023-12-27,1208264,2023-12-26T05:52:44.045+0200,0,jira,,,,113724,113724,,
0,resolution,ECOM-5212,2023-12-27,1209783,2023-12-27T05:33:35.832+0200,0,jira,resolution,,,10000,Done,,
1,status,ECOM-5212,2023-12-27,1209783,2023-12-27T05:33:35.832+0200,0,jira,status,10000,To Do,10001,Done,,
0,IssueParentAssociation,ECOM-5211,2023-12-27,1200224,2023-12-20T12:46:26.557+0200,0,jira,,,,97837,ECOM-5113,,
0,Parent,ECOM-5211,2023-12-27,1200225,2023-12-20T12:46:26.631+0200,0,jira,,,,97837,ECOM-5113,,
0,description,ECOM-5211,2023-12-27,1200226,2023-12-20T12:47:45.907+0200,0,jira,description,,,,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step ",,
0,assignee,ECOM-5211,2023-12-27,1200227,2023-12-20T12:47:49.259+0200,0,jira,assignee,,,63982282f3c3dfd71fe81beb,Trang Dang,,63982282f3c3dfd71fe81beb
0,description,ECOM-5211,2023-12-27,1200233,2023-12-20T12:50:31.232+0200,0,jira,description,,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step ",,"

Order which is transfered to picking app by feature Pilot. The order is not have status list at picking back office site

!image-20231220-104644.png|width=1381,height=808!

Step to reporduce:

# Place an order at Ecomste
# go to back office, select order and pick with external picking system
!image-20231220-104900.png|width=1345,height=788!

3. Go to picking back office, view order detail and change order status

{noformat}https://storewisetest.sites.self-point.com/picking/backoffice/picking/list?orderId=600950{noformat}

*Actual result:*

3. Cannot change order status.



cc: [~accountid:63a11a4678aabbefa9d14417] ",,
